nom_plante,type_plante,superficie_hectare,latitude,longitude,region,ph,azote_ppm,phosphore_ppm,potassium_ppm,humidite_percent,matiere_organique_percent,temperature_celsius,avg_temp,total_rain,avg_humidity,avg_radiation,year,yield_tons_per_hectare,quality
Courge,Légume,11.36,36.8065,10.1815,Tunis,7.88,144.6,50.4,129.7,47.0,5.05,17.9,22.7,102.3,61.98,23.5,2024,14.74,low
Courge,Légume,33.6,36.8065,10.1815,Tunis,5.01,90.7,24.4,365.5,14.5,7.09,25.8,22.7,102.3,61.98,23.5,2024,14.396,medium
Courge,Légume,48.32,36.8065,10.1815,Tunis,7.31,177.8,99.0,66.1,37.3,7.92,19.8,22.7,102.3,61.98,23.5,2024,16.265,high
Courge,Légume,11.57,36.8065,10.1815,Tunis,4.62,91.7,21.1,200.0,66.4,4.34,23.4,22.7,102.3,61.98,23.5,2024,13.064,medium
Courge,Légume,19.08,36.8065,10.1815,Tunis,7.59,143.5,89.8,324.1,18.7,1.52,10.7,22.7,102.3,61.98,23.5,2024,15.275,medium
Courge,Légume,39.61,36.8065,10.1815,Tunis,5.47,139.6,24.2,242.2,68.0,5.28,26.9,22.7,102.3,61.98,23.5,2024,14.997,medium
Courge,Légume,6.6,36.8065,10.1815,Tunis,6.26,235.6,62.8,77.0,40.5,2.67,20.2,22.7,102.3,61.98,23.5,2024,18.224,medium
Courge,Légume,9.12,36.8065,10.1815,Tunis,7.54,183.0,69.4,354.2,29.9,2.11,12.7,22.7,102.3,61.98,23.5,2024,15.298,medium
Courge,Légume,22.61,36.8065,10.1815,Tunis,5.02,109.7,92.7,60.7,22.5,6.68,17.4,22.7,102.3,61.98,23.5,2024,14.993,medium
Courge,Légume,37.63,36.8065,10.1815,Tunis,7.45,58.2,95.3,256.7,57.9,6.23,25.6,22.7,102.3,61.98,23.5,2024,15.189,medium
Courge,Légume,25.67,36.8065,10.1815,Tunis,8.42,233.2,23.0,170.4,40.6,3.49,31.0,22.7,102.3,61.98,23.5,2024,16.563,medium
Courge,Légume,29.42,36.8065,10.1815,Tunis,4.59,32.7,26.0,301.4,24.4,7.4,12.4,22.7,102.3,61.98,23.5,2024,14.533,low
Courge,Légume,13.21,36.8065,10.1815,Tunis,8.31,36.7,56.1,234.3,31.1,5.41,26.3,22.7,102.3,61.98,23.5,2024,15.131,medium
Courge,Légume,16.17,34.7406,10.7603,Sfax,6.38,239.4,58.2,324.6,62.0,4.86,33.6,23.19,66.3,63.1,23.75,2022,17.145,medium
Courge,Légume,15.75,34.7406,10.7603,Sfax,8.2,39.3,78.7,59.9,37.5,5.58,22.2,23.19,66.3,63.1,23.75,2022,13.651,medium
Courge,Légume,33.66,34.7406,10.7603,Sfax,4.69,83.5,58.5,313.2,68.9,6.75,28.4,23.19,66.3,63.1,23.75,2022,12.453,medium
Courge,Légume,38.34,34.7406,10.7603,Sfax,7.64,69.0,40.1,392.5,44.3,4.24,35.5,23.19,66.3,63.1,23.75,2022,16.237,medium
Courge,Légume,43.21,34.7406,10.7603,Sfax,5.24,41.7,99.1,308.0,65.8,6.74,22.8,23.19,66.3,63.1,23.75,2022,14.095,medium
Courge,Légume,36.2,34.7406,10.7603,Sfax,6.99,97.1,31.1,78.6,42.6,3.44,12.6,23.19,66.3,63.1,23.75,2022,14.109,medium
Courge,Légume,49.27,34.7406,10.7603,Sfax,8.32,201.1,82.5,51.3,68.7,7.93,25.2,23.19,66.3,63.1,23.75,2022,13.207,medium
Courge,Légume,30.33,34.7406,10.7603,Sfax,7.76,152.8,40.8,132.7,41.1,5.69,36.3,23.19,66.3,63.1,23.75,2022,17.297,low
Courge,Légume,45.74,34.7406,10.7603,Sfax,6.49,173.4,64.8,392.5,47.3,5.68,36.8,23.19,66.3,63.1,23.75,2022,17.53,medium
Courge,Légume,23.99,34.7406,10.7603,Sfax,8.27,241.1,27.1,205.3,26.7,6.43,35.6,23.19,66.3,63.1,23.75,2022,15.479,medium
Courge,Légume,12.1,34.7406,10.7603,Sfax,7.34,64.4,74.1,105.6,49.2,3.0,11.7,23.19,66.3,63.1,23.75,2022,14.703,medium
Courge,Légume,26.35,34.7406,10.7603,Sfax,5.52,245.3,42.8,386.0,67.4,1.57,34.9,23.19,66.3,63.1,23.75,2022,14.991,medium
Courge,Légume,40.71,34.7406,10.7603,Sfax,5.0,205.8,37.3,306.3,44.4,5.63,28.7,23.19,66.3,63.1,23.75,2022,15.994,medium
Courge,Légume,32.17,34.7406,10.7603,Sfax,6.07,83.3,83.2,388.5,21.7,3.93,33.1,23.19,66.3,63.1,23.75,2022,14.375,medium
Courge,Légume,4.88,34.7406,10.7603,Sfax,8.21,90.5,43.6,360.9,42.2,7.24,29.8,23.19,66.3,63.1,23.75,2022,14.634,medium
Courge,Légume,28.37,34.7406,10.7603,Sfax,4.76,112.2,91.8,91.2,10.4,7.51,25.9,23.19,66.3,63.1,23.75,2022,13.909,medium
Courge,Légume,9.62,34.7406,10.7603,Sfax,7.81,199.5,65.1,290.9,43.6,3.17,18.6,23.19,66.3,63.1,23.75,2022,17.033,low
Courge,Légume,45.5,34.7406,10.7603,Sfax,6.85,180.4,89.1,278.1,20.3,0.69,15.9,23.19,66.3,63.1,23.75,2022,16.165,medium
Courge,Légume,47.91,34.7406,10.7603,Sfax,5.44,186.2,75.9,333.3,42.1,6.45,38.1,23.19,66.3,63.1,23.75,2022,17.381,medium
Courge,Légume,29.46,34.7406,10.7603,Sfax,4.95,233.0,96.0,224.9,67.6,6.25,30.9,23.19,66.3,63.1,23.75,2022,15.535,medium
Courge,Légume,28.31,34.7406,10.7603,Sfax,5.29,206.6,43.1,313.6,19.8,3.3,38.4,22.99,99.6,62.52,23.86,2023,16.718,medium
Courge,Légume,25.65,34.7406,10.7603,Sfax,6.17,138.5,60.5,396.5,58.3,0.8,33.5,22.99,99.6,62.52,23.86,2023,16.143,medium
Courge,Légume,17.5,34.7406,10.7603,Sfax,5.58,100.5,15.7,392.2,57.7,1.61,24.7,22.99,99.6,62.52,23.86,2023,14.661,medium
Courge,Légume,12.66,34.7406,10.7603,Sfax,4.97,124.9,86.2,52.8,38.8,3.76,30.7,22.99,99.6,62.52,23.86,2023,15.768,low
Courge,Légume,23.96,34.7406,10.7603,Sfax,7.07,195.4,32.2,55.7,62.7,2.05,22.5,22.99,99.6,62.52,23.86,2023,14.052,medium
Courge,Légume,7.99,34.7406,10.7603,Sfax,8.16,89.7,56.8,158.0,68.8,2.15,13.3,22.99,99.6,62.52,23.86,2023,13.997,low
Courge,Légume,46.36,34.7406,10.7603,Sfax,7.17,153.7,91.5,176.1,52.7,2.51,30.5,22.99,99.6,62.52,23.86,2023,16.126,medium
Courge,Légume,8.27,34.7406,10.7603,Sfax,8.35,227.6,19.6,215.9,30.8,0.7,24.0,22.99,99.6,62.52,23.86,2023,13.869,medium
Courge,Légume,4.21,34.7406,10.7603,Sfax,5.43,235.8,83.1,384.7,62.9,5.96,27.9,22.99,99.6,62.52,23.86,2023,17.122,medium
Courge,Légume,17.71,34.7406,10.7603,Sfax,6.1,101.6,19.4,74.6,22.6,6.76,29.9,22.99,99.6,62.52,23.86,2023,13.844,medium
Courge,Légume,29.68,34.7406,10.7603,Sfax,7.55,203.5,22.3,304.4,40.7,7.72,33.6,22.99,99.6,62.52,23.86,2023,15.696,medium
Courge,Légume,15.11,34.7406,10.7603,Sfax,8.07,153.0,61.7,251.4,26.6,6.59,35.9,22.99,99.6,62.52,23.86,2023,15.445,medium
Courge,Légume,1.79,34.7406,10.7603,Sfax,5.45,103.9,91.2,269.2,45.3,7.6,33.7,22.99,99.6,62.52,23.86,2023,16.613,medium
Courge,Légume,12.87,34.7406,10.7603,Sfax,5.72,213.5,79.3,100.9,42.0,1.32,15.2,22.99,99.6,62.52,23.86,2023,15.47,medium
Courge,Légume,49.21,34.7406,10.7603,Sfax,8.16,195.2,77.4,331.2,15.8,6.61,17.6,22.99,99.6,62.52,23.86,2023,15.701,medium
Courge,Légume,6.06,34.7406,10.7603,Sfax,8.27,102.7,69.3,336.5,32.9,2.03,36.8,22.99,99.6,62.52,23.86,2023,15.748,low
Courge,Légume,1.9,34.7406,10.7603,Sfax,7.72,221.1,56.0,250.7,61.2,4.0,26.8,22.99,99.6,62.52,23.86,2023,15.996,medium
Courge,Légume,4.12,34.7406,10.7603,Sfax,7.41,84.5,69.1,211.0,16.7,6.73,35.2,22.99,99.6,62.52,23.86,2023,14.431,medium
Courge,Légume,47.37,34.7406,10.7603,Sfax,6.57,137.5,69.1,136.6,23.3,5.92,39.3,22.99,99.6,62.52,23.86,2023,17.363,medium
Courge,Légume,28.21,34.7406,10.7603,Sfax,5.68,116.6,95.8,80.2,61.7,0.88,20.1,22.99,99.6,62.52,23.86,2023,14.232,medium
Courge,Légume,33.02,34.7406,10.7603,Sfax,6.52,191.4,73.2,342.3,61.8,4.0,35.9,23.42,46.9,61.74,24.37,2024,15.505,medium
Courge,Légume,28.62,34.7406,10.7603,Sfax,5.48,181.3,33.9,221.5,39.4,2.26,27.0,23.42,46.9,61.74,24.37,2024,15.027,medium
Courge,Légume,24.55,34.7406,10.7603,Sfax,5.96,153.7,77.4,56.4,18.0,2.76,34.3,23.42,46.9,61.74,24.37,2024,12.444,medium
Courge,Légume,20.33,34.7406,10.7603,Sfax,6.16,245.1,90.9,304.1,29.4,4.35,30.7,23.42,46.9,61.74,24.37,2024,15.762,medium
Courge,Légume,41.44,34.7406,10.7603,Sfax,4.87,66.8,78.0,116.5,65.5,3.26,15.1,23.42,46.9,61.74,24.37,2024,11.506,low
Courge,Légume,41.57,34.7406,10.7603,Sfax,5.82,102.7,69.7,239.2,38.1,3.85,14.3,23.42,46.9,61.74,24.37,2024,16.628,medium
Courge,Légume,44.45,34.7406,10.7603,Sfax,6.97,200.3,76.7,297.7,48.5,2.09,18.8,23.42,46.9,61.74,24.37,2024,15.728,medium
Courge,Légume,25.75,34.7406,10.7603,Sfax,5.64,109.7,59.8,261.9,57.4,1.05,16.2,23.42,46.9,61.74,24.37,2024,14.863,medium
Courge,Légume,46.94,34.7406,10.7603,Sfax,7.06,137.9,10.0,350.5,37.7,4.49,30.9,23.42,46.9,61.74,24.37,2024,16.007,medium
Courge,Légume,2.37,34.7406,10.7603,Sfax,5.02,140.2,73.6,299.5,34.4,5.74,38.5,23.42,46.9,61.74,24.37,2024,16.456,high
Courge,Légume,22.69,34.7406,10.7603,Sfax,5.35,97.7,85.3,255.4,10.9,7.74,30.0,23.42,46.9,61.74,24.37,2024,14.111,medium
Courge,Légume,43.61,34.7406,10.7603,Sfax,5.54,63.5,45.7,366.6,33.3,2.66,31.1,23.42,46.9,61.74,24.37,2024,15.247,medium
Courge,Légume,15.84,34.7406,10.7603,Sfax,5.72,84.4,52.6,73.4,61.7,7.06,30.3,23.42,46.9,61.74,24.37,2024,14.503,medium
Courge,Légume,28.82,34.7406,10.7603,Sfax,4.91,120.4,18.0,199.3,18.1,0.74,23.5,23.42,46.9,61.74,24.37,2024,11.548,low
Courge,Légume,44.06,34.7406,10.7603,Sfax,4.81,57.8,75.4,55.6,61.8,6.8,36.4,23.42,46.9,61.74,24.37,2024,13.842,medium
Courge,Légume,26.36,34.7406,10.7603,Sfax,7.42,96.0,78.0,265.5,11.6,6.4,36.1,23.42,46.9,61.74,24.37,2024,12.95,medium
Courge,Légume,43.26,34.7406,10.7603,Sfax,7.38,77.4,79.7,152.3,25.7,6.57,15.2,23.42,46.9,61.74,24.37,2024,15.13,medium
Courge,Légume,16.35,34.7406,10.7603,Sfax,5.54,129.6,82.0,283.3,39.7,2.43,31.8,23.42,46.9,61.74,24.37,2024,16.93,medium
Courge,Légume,30.45,34.7406,10.7603,Sfax,6.73,70.9,71.8,140.3,55.6,4.09,27.8,23.42,46.9,61.74,24.37,2024,15.351,medium
Courge,Légume,45.55,34.7406,10.7603,Sfax,7.97,226.1,72.0,389.1,45.9,2.41,29.8,23.42,46.9,61.74,24.37,2024,14.441,medium
Courge,Légume,12.32,35.8245,10.6346,Sousse,8.37,198.6,14.5,246.4,24.1,2.65,12.6,22.82,156.4,60.5,23.51,2022,14.272,medium
Courge,Légume,10.73,35.8245,10.6346,Sousse,8.06,200.6,44.3,95.6,69.6,4.72,22.7,22.82,156.4,60.5,23.51,2022,15.346,medium
Courge,Légume,20.15,35.8245,10.6346,Sousse,6.58,246.5,95.8,122.4,70.0,7.9,34.0,22.82,156.4,60.5,23.51,2022,16.426,medium
Courge,Légume,33.89,35.8245,10.6346,Sousse,4.71,210.6,95.1,320.4,55.5,3.61,29.2,22.82,156.4,60.5,23.51,2022,17.136,medium
Courge,Légume,48.91,35.8245,10.6346,Sousse,5.08,94.6,63.1,238.9,52.3,4.87,11.5,22.82,156.4,60.5,23.51,2022,17.08,medium
Courge,Légume,15.38,35.8245,10.6346,Sousse,7.72,76.7,93.9,394.4,14.7,1.69,39.7,22.82,156.4,60.5,23.51,2022,15.665,medium
Courge,Légume,14.76,35.8245,10.6346,Sousse,8.25,190.3,13.7,207.7,30.9,4.78,22.8,22.82,156.4,60.5,23.51,2022,14.805,medium
Courge,Légume,28.34,35.8245,10.6346,Sousse,7.9,101.1,56.4,339.1,59.4,4.9,21.4,22.82,156.4,60.5,23.51,2022,16.036,medium
Courge,Légume,41.59,35.8245,10.6346,Sousse,4.99,158.0,61.7,152.6,36.1,1.16,13.9,22.82,156.4,60.5,23.51,2022,15.16,medium
Courge,Légume,21.92,35.8245,10.6346,Sousse,8.35,76.2,38.5,390.4,20.9,7.77,31.7,22.82,156.4,60.5,23.51,2022,15.553,high
Courge,Légume,17.99,35.8245,10.6346,Sousse,7.72,43.8,83.2,389.7,35.8,1.94,13.3,22.82,156.4,60.5,23.51,2022,15.623,medium
Courge,Légume,32.06,35.8245,10.6346,Sousse,7.12,121.5,91.1,212.4,19.2,1.54,30.8,22.82,156.4,60.5,23.51,2022,15.088,high
Courge,Légume,6.6,35.8245,10.6346,Sousse,8.16,55.0,13.0,309.8,50.6,4.2,11.3,22.82,156.4,60.5,23.51,2022,15.302,low
Courge,Légume,37.16,35.8245,10.6346,Sousse,7.15,178.9,82.3,58.7,48.6,2.39,27.1,22.82,156.4,60.5,23.51,2022,15.385,medium
Courge,Légume,31.45,35.8245,10.6346,Sousse,5.92,231.8,86.4,140.0,45.2,1.3,29.6,22.82,156.4,60.5,23.51,2022,16.098,medium
Courge,Légume,9.7,35.8245,10.6346,Sousse,7.63,86.2,79.2,160.7,60.4,0.73,17.7,22.82,156.4,60.5,23.51,2022,14.447,medium
Courge,Légume,7.77,35.8245,10.6346,Sousse,6.68,83.3,21.6,259.4,27.0,7.47,24.3,22.82,156.4,60.5,23.51,2022,15.823,medium
Courge,Légume,9.08,35.8245,10.6346,Sousse,5.96,223.4,14.3,330.4,35.5,7.3,30.0,22.82,156.4,60.5,23.51,2022,17.837,medium
Courge,Légume,33.5,35.8245,10.6346,Sousse,8.41,181.6,69.6,267.5,43.3,7.62,26.3,22.82,156.4,60.5,23.51,2022,17.63,high
Courge,Légume,11.73,35.8245,10.6346,Sousse,8.05,35.0,45.6,265.8,11.1,7.53,34.8,22.82,156.4,60.5,23.51,2022,15.768,low
Courge,Légume,49.19,35.8245,10.6346,Sousse,5.86,218.5,32.4,336.4,37.9,3.9,15.1,22.96,161.1,59.09,23.28,2023,16.519,medium
Courge,Légume,13.95,35.8245,10.6346,Sousse,4.63,138.6,12.9,209.4,64.2,4.23,11.3,22.96,161.1,59.09,23.28,2023,14.595,medium
Courge,Légume,40.36,35.8245,10.6346,Sousse,6.12,234.0,57.8,148.5,57.5,2.54,23.3,22.96,161.1,59.09,23.28,2023,16.574,high
Courge,Légume,5.75,35.8245,10.6346,Sousse,6.52,46.8,65.5,164.3,40.9,6.08,29.2,22.96,161.1,59.09,23.28,2023,16.463,medium
Courge,Légume,2.69,35.8245,10.6346,Sousse,5.1,78.5,92.9,299.4,64.5,4.3,10.0,22.96,161.1,59.09,23.28,2023,16.091,medium
Courge,Légume,35.53,35.8245,10.6346,Sousse,5.31,52.4,87.5,130.0,40.1,3.05,36.9,22.96,161.1,59.09,23.28,2023,16.801,medium
Courge,Légume,43.59,35.8245,10.6346,Sousse,7.41,208.0,98.0,121.1,22.1,4.67,26.0,22.96,161.1,59.09,23.28,2023,16.387,medium
Courge,Légume,9.73,35.8245,10.6346,Sousse,6.61,132.1,16.0,101.7,19.2,4.97,22.9,22.96,161.1,59.09,23.28,2023,16.438,medium
Courge,Légume,5.77,35.8245,10.6346,Sousse,5.34,189.0,15.7,349.6,67.8,1.67,33.6,22.96,161.1,59.09,23.28,2023,14.497,medium
Courge,Légume,42.74,35.8245,10.6346,Sousse,6.64,198.1,32.4,189.6,14.2,5.11,34.0,22.96,161.1,59.09,23.28,2023,17.901,medium
Courge,Légume,41.48,35.8245,10.6346,Sousse,5.1,193.6,10.4,118.2,48.1,2.9,22.3,22.96,161.1,59.09,23.28,2023,13.492,medium
Courge,Légume,29.97,35.8245,10.6346,Sousse,6.36,216.7,53.7,356.4,24.8,4.5,21.1,22.96,161.1,59.09,23.28,2023,19.436,high
Courge,Légume,13.2,35.8245,10.6346,Sousse,6.61,130.0,91.9,143.8,36.0,2.08,20.0,22.96,161.1,59.09,23.28,2023,18.116,high
Courge,Légume,28.33,35.8245,10.6346,Sousse,5.61,246.4,35.6,339.9,27.6,3.6,29.9,22.96,161.1,59.09,23.28,2023,17.938,medium
Courge,Légume,13.12,35.8245,10.6346,Sousse,7.33,231.1,30.8,55.7,70.0,2.63,11.3,22.96,161.1,59.09,23.28,2023,14.87,high
Courge,Légume,2.17,35.8245,10.6346,Sousse,5.33,71.0,50.0,54.7,10.1,5.13,19.8,22.96,161.1,59.09,23.28,2023,14.96,medium
Courge,Légume,33.28,35.8245,10.6346,Sousse,5.52,85.2,52.1,102.0,48.3,6.79,15.8,22.96,161.1,59.09,23.28,2023,15.287,medium
Courge,Légume,16.76,35.8245,10.6346,Sousse,7.14,191.7,77.9,377.0,46.9,4.0,25.1,22.96,161.1,59.09,23.28,2023,18.041,medium
Courge,Légume,29.01,35.8245,10.6346,Sousse,4.58,44.1,40.1,375.9,39.0,2.11,36.9,22.96,161.1,59.09,23.28,2023,16.194,medium
Courge,Légume,39.65,35.8245,10.6346,Sousse,6.26,190.6,29.7,102.6,37.7,2.9,28.2,22.96,161.1,59.09,23.28,2023,16.736,medium
Courge,Légume,27.65,35.8245,10.6346,Sousse,5.87,190.0,57.7,367.1,52.4,1.63,12.3,23.08,85.1,59.71,23.87,2024,15.1,medium
Courge,Légume,17.72,35.8245,10.6346,Sousse,7.69,112.6,17.7,141.8,50.6,5.36,17.9,23.08,85.1,59.71,23.87,2024,15.126,medium
Courge,Légume,32.26,35.8245,10.6346,Sousse,7.76,103.7,72.5,215.8,68.6,5.29,25.6,23.08,85.1,59.71,23.87,2024,14.55,low
Courge,Légume,25.54,35.8245,10.6346,Sousse,7.35,48.4,37.2,266.8,69.7,7.44,35.0,23.08,85.1,59.71,23.87,2024,14.636,high
Courge,Légume,48.27,35.8245,10.6346,Sousse,6.33,79.2,95.6,259.4,50.5,1.56,22.9,23.08,85.1,59.71,23.87,2024,16.13,medium
Courge,Légume,46.95,35.8245,10.6346,Sousse,6.08,44.6,41.6,181.6,28.1,4.45,15.8,23.08,85.1,59.71,23.87,2024,15.066,medium
Courge,Légume,41.48,35.8245,10.6346,Sousse,7.11,140.3,32.5,364.0,23.9,5.18,20.1,23.08,85.1,59.71,23.87,2024,17.061,high
Courge,Légume,14.46,35.8245,10.6346,Sousse,5.89,32.5,29.9,335.0,29.0,2.9,23.5,23.08,85.1,59.71,23.87,2024,14.207,medium
Courge,Légume,2.93,35.8245,10.6346,Sousse,6.92,129.2,35.9,142.9,40.1,2.08,20.4,23.08,85.1,59.71,23.87,2024,15.896,medium
Courge,Légume,24.28,35.8245,10.6346,Sousse,6.52,61.9,33.1,291.5,40.7,4.36,14.0,23.08,85.1,59.71,23.87,2024,15.707,medium
Courge,Légume,11.18,35.8245,10.6346,Sousse,8.4,212.6,38.6,247.2,43.5,1.3,23.1,23.08,85.1,59.71,23.87,2024,15.173,medium
Courge,Légume,42.36,35.8245,10.6346,Sousse,6.71,44.7,70.5,399.5,20.1,5.62,34.7,23.08,85.1,59.71,23.87,2024,16.425,medium
Courge,Légume,17.46,35.8245,10.6346,Sousse,4.63,44.1,22.1,65.2,17.2,6.63,36.9,23.08,85.1,59.71,23.87,2024,12.469,medium
Courge,Légume,49.15,35.8245,10.6346,Sousse,5.19,179.9,47.8,56.8,68.0,4.98,28.4,23.08,85.1,59.71,23.87,2024,13.98,medium
Courge,Légume,13.6,35.8245,10.6346,Sousse,4.67,78.9,41.6,386.1,63.3,0.66,39.6,23.08,85.1,59.71,23.87,2024,12.749,medium
Courge,Légume,36.21,35.8245,10.6346,Sousse,5.38,141.2,73.3,170.9,62.4,7.55,13.7,23.08,85.1,59.71,23.87,2024,15.345,medium
Courge,Légume,37.31,35.8245,10.6346,Sousse,7.78,104.0,91.7,194.0,28.6,7.92,23.2,23.08,85.1,59.71,23.87,2024,14.859,medium
Courge,Légume,36.96,35.8245,10.6346,Sousse,6.5,47.0,73.8,231.6,17.3,6.25,34.1,23.08,85.1,59.71,23.87,2024,16.895,medium
Courge,Légume,22.65,35.8245,10.6346,Sousse,6.81,149.7,68.4,270.5,57.9,7.89,31.8,23.08,85.1,59.71,23.87,2024,16.661,medium
Courge,Légume,15.58,35.8245,10.6346,Sousse,5.14,80.2,99.1,317.1,18.5,4.24,16.4,23.08,85.1,59.71,23.87,2024,16.274,high
Courge,Légume,15.31,36.7333,9.1833,Béja,7.99,66.2,54.8,259.6,65.8,4.37,20.2,22.13,148.7,57.04,22.84,2022,14.228,medium
Courge,Légume,9.38,36.7333,9.1833,Béja,7.48,93.6,55.3,59.1,60.8,7.67,36.0,22.13,148.7,57.04,22.84,2022,15.128,medium
Courge,Légume,38.09,36.7333,9.1833,Béja,8.25,95.8,18.0,348.5,17.0,4.56,21.3,22.13,148.7,57.04,22.84,2022,15.466,medium
Courge,Légume,40.28,36.7333,9.1833,Béja,4.75,218.8,52.0,126.7,27.9,7.27,10.2,22.13,148.7,57.04,22.84,2022,16.144,medium
Courge,Légume,19.89,36.7333,9.1833,Béja,7.79,65.4,11.5,261.6,48.8,1.63,25.4,22.13,148.7,57.04,22.84,2022,14.596,medium
Courge,Légume,44.78,36.7333,9.1833,Béja,6.84,77.8,76.6,75.4,43.1,2.78,23.1,22.13,148.7,57.04,22.84,2022,15.575,medium
Courge,Légume,20.3,36.7333,9.1833,Béja,8.05,112.0,40.7,225.5,22.3,7.36,24.0,22.13,148.7,57.04,22.84,2022,16.392,medium
Courge,Légume,33.85,36.7333,9.1833,Béja,8.31,221.3,24.5,313.1,22.2,0.79,24.5,22.13,148.7,57.04,22.84,2022,14.745,medium
Courge,Légume,34.27,36.7333,9.1833,Béja,7.87,76.0,48.5,224.6,59.9,6.29,33.1,22.13,148.7,57.04,22.84,2022,16.026,high
Courge,Légume,10.81,36.7333,9.1833,Béja,5.98,142.9,86.8,249.7,69.1,1.57,23.2,22.13,148.7,57.04,22.84,2022,16.965,medium
Courge,Légume,9.26,36.7333,9.1833,Béja,7.8,37.0,95.8,355.2,64.3,3.33,24.9,22.13,148.7,57.04,22.84,2022,14.455,medium
Courge,Légume,36.18,36.7333,9.1833,Béja,7.95,157.8,22.2,357.7,14.8,7.45,13.2,22.13,148.7,57.04,22.84,2022,16.701,medium
Courge,Légume,33.15,36.7333,9.1833,Béja,6.76,107.0,34.7,380.9,36.5,6.82,31.7,22.13,148.7,57.04,22.84,2022,17.827,high
Courge,Légume,38.39,36.7333,9.1833,Béja,7.43,216.9,14.1,398.7,25.7,5.77,38.6,22.13,148.7,57.04,22.84,2022,16.037,medium
Courge,Légume,17.84,36.7333,9.1833,Béja,6.16,159.0,64.3,325.8,61.6,1.17,18.2,22.13,148.7,57.04,22.84,2022,16.457,medium
Courge,Légume,20.84,36.7333,9.1833,Béja,5.94,145.6,19.0,194.9,45.8,6.53,33.0,22.13,148.7,57.04,22.84,2022,16.708,medium
Courge,Légume,25.62,36.7333,9.1833,Béja,4.83,221.9,82.5,57.4,63.0,5.1,34.1,22.13,148.7,57.04,22.84,2022,15.189,medium
Courge,Légume,49.4,36.7333,9.1833,Béja,6.3,195.9,83.1,309.5,38.6,5.48,18.9,22.13,148.7,57.04,22.84,2022,19.474,medium
Courge,Légume,48.68,36.7333,9.1833,Béja,5.12,91.8,77.4,305.2,17.5,5.59,16.1,22.13,148.7,57.04,22.84,2022,15.785,medium
Courge,Légume,31.81,36.7333,9.1833,Béja,5.49,152.6,28.5,194.5,20.4,5.5,27.1,22.13,148.7,57.04,22.84,2022,16.168,medium
Courge,Légume,42.11,36.7333,9.1833,Béja,5.36,249.7,15.2,333.6,19.7,5.49,24.2,21.54,245.5,59.89,22.66,2023,16.436,medium
Courge,Légume,34.11,36.7333,9.1833,Béja,7.16,77.8,25.2,79.4,16.8,5.78,39.8,21.54,245.5,59.89,22.66,2023,16.605,medium
Courge,Légume,5.33,36.7333,9.1833,Béja,8.06,88.9,64.4,125.8,41.5,2.07,11.9,21.54,245.5,59.89,22.66,2023,17.17,medium
Courge,Légume,6.19,36.7333,9.1833,Béja,6.07,185.8,41.4,235.1,66.1,0.82,18.0,21.54,245.5,59.89,22.66,2023,17.798,medium
Courge,Légume,37.02,36.7333,9.1833,Béja,8.41,64.2,14.0,98.4,68.1,2.9,18.0,21.54,245.5,59.89,22.66,2023,13.381,low
Courge,Légume,23.24,36.7333,9.1833,Béja,5.08,244.4,35.7,144.2,48.1,0.62,29.6,21.54,245.5,59.89,22.66,2023,15.931,medium
Courge,Légume,20.19,36.7333,9.1833,Béja,8.5,214.5,97.7,374.1,59.2,3.01,31.9,21.54,245.5,59.89,22.66,2023,17.786,medium
Courge,Légume,40.14,36.7333,9.1833,Béja,5.32,95.3,93.7,294.9,13.9,1.41,27.4,21.54,245.5,59.89,22.66,2023,15.833,medium
Courge,Légume,30.96,36.7333,9.1833,Béja,5.53,203.3,95.0,205.4,18.2,5.07,12.1,21.54,245.5,59.89,22.66,2023,18.034,medium
Courge,Légume,44.13,36.7333,9.1833,Béja,7.0,128.3,84.5,181.1,19.3,3.98,38.9,21.54,245.5,59.89,22.66,2023,16.758,medium
Courge,Légume,44.7,36.7333,9.1833,Béja,6.43,174.1,93.4,264.7,60.2,5.72,13.0,21.54,245.5,59.89,22.66,2023,18.533,medium
Courge,Légume,41.04,36.7333,9.1833,Béja,7.86,245.4,38.0,184.1,39.1,4.23,32.5,21.54,245.5,59.89,22.66,2023,17.03,medium
Courge,Légume,29.46,36.7333,9.1833,Béja,6.97,181.1,18.1,170.3,22.2,4.31,15.1,21.54,245.5,59.89,22.66,2023,15.084,medium
Courge,Légume,2.89,36.7333,9.1833,Béja,7.1,121.6,45.9,277.9,13.4,3.74,15.9,21.54,245.5,59.89,22.66,2023,18.81,medium
Courge,Légume,30.12,36.7333,9.1833,Béja,7.68,163.7,56.8,62.7,27.9,5.69,18.1,21.54,245.5,59.89,22.66,2023,16.039,medium
Courge,Légume,8.98,36.7333,9.1833,Béja,6.79,55.1,75.4,57.9,12.1,7.03,27.4,21.54,245.5,59.89,22.66,2023,15.023,medium
Courge,Légume,5.77,36.7333,9.1833,Béja,5.58,208.5,53.0,152.7,66.6,1.74,14.3,21.54,245.5,59.89,22.66,2023,15.906,medium
Courge,Légume,17.83,36.7333,9.1833,Béja,7.29,177.8,78.7,251.4,39.6,3.74,36.2,21.54,245.5,59.89,22.66,2023,18.836,high
Courge,Légume,34.2,36.7333,9.1833,Béja,5.13,86.1,54.9,374.1,20.6,4.85,16.5,21.54,245.5,59.89,22.66,2023,18.735,medium
